"","purpose","month","Akershus","Aust-Agder","Buskerud","Finnmark - Finnmárku","Hedmark","Hordaland","Møre og Romsdal","Nordland","Oppland","Oslo","Rogaland","Sogn og Fjordane","Svalbard","Telemark","Troms - Romsa","Vest-Agder","Vestfold","Østfold","Trondelag","Norge"
"1008","Overnattinger i alt",2004-12-01,48901,8791,103382,9558,29989,76944,25841,27898,92342,157031,50170,15941,0,36766,32755,17962,15561,11753,62393,823978
"1009","Overnattinger i alt",2005-01-01,77849,14678,141566,13005,42901,84604,25820,30742,129737,183860,61585,15508,0,42378,39667,21415,19876,10610,75830,1031631
"1010","Overnattinger i alt",2005-02-01,73957,18547,205580,16105,57748,97743,31038,47399,218134,188657,68358,20168,0,65888,42276,25917,20310,15386,94324,1307535
"1011","Overnattinger i alt",2005-03-01,73262,20154,222973,14593,63315,102513,34555,47824,256650,174012,65728,24246,0,74273,36200,29663,21580,15754,98601,1375896
"1012","Overnattinger i alt",2005-04-01,91735,14981,118772,19397,30367,115813,43899,50846,103214,207860,83573,28620,0,33663,47685,37851,34839,21191,92503,1176809
"1013","Overnattinger i alt",2005-05-01,79080,13829,51132,22085,19350,166038,51383,49997,66444,242722,86282,50818,0,30227,42795,34729,32095,20451,80254,1139711
"1014","Overnattinger i alt",2005-06-01,122460,24157,97591,52883,40189,224392,88699,115041,160150,314400,103598,100775,0,55571,76536,58322,46575,26439,136806,1844584
"1015","Overnattinger i alt",2005-07-01,106439,49004,156724,67735,50958,256644,109591,144202,280646,320888,112394,126424,0,109159,75660,120909,60749,33654,172558,2354338
"1016","Overnattinger i alt",2005-08-01,126986,30537,144977,49565,49799,259515,97633,92604,240060,357670,111162,117494,0,82180,59102,74591,47084,29300,146647,2116906
"1017","Overnattinger i alt",2005-09-01,113284,15376,99828,26383,36160,169601,57794,53873,158582,269321,94959,57314,0,58216,50429,39551,32677,25591,107121,1466060
"1018","Overnattinger i alt",2005-10-01,95329,14316,84396,20783,29279,138272,49902,49837,100750,252699,89310,30641,0,41845,50799,33695,29731,19406,107227,1238217
"1019","Overnattinger i alt",2005-11-01,95046,12421,73712,19140,28892,122932,46849,52715,85174,250859,97607,26225,0,32458,50528,32242,28183,19684,102617,1177284
"1020","Overnattinger i alt",2005-12-01,50982,10032,94908,12922,28695,81542,28581,30771,103246,179425,58390,17646,0,34562,32005,22157,17291,11824,66166,881145
"1021","Overnattinger i alt",2006-01-01,85833,11388,133154,17470,41971,88032,33259,34494,126595,211802,70394,19583,0,38506,39572,27409,23328,13565,75126,1091481
"1022","Overnattinger i alt",2006-02-01,79874,14429,184031,22191,61066,101438,35245,41399,189297,201261,72944,21080,0,61580,43349,26827,21606,14217,96949,1288783
"1023","Overnattinger i alt",2006-03-01,100810,17106,184754,23966,53965,119202,50242,54213,202509,247190,93274,29696,0,59001,50776,38371,29765,19424,111389,1485653
"1024","Overnattinger i alt",2006-04-01,70713,15023,162416,17771,36183,115825,38884,40104,144729,189513,77037,31920,0,46040,34024,33047,24186,17003,83275,1177693
"1025","Overnattinger i alt",2006-05-01,96889,14602,54288,22948,19252,162579,57233,50967,61029,271887,104016,52700,0,28537,42841,41790,33843,23972,92613,1231986
"1026","Overnattinger i alt",2006-06-01,120182,25018,98621,55760,40097,220179,91730,111671,163931,303630,111351,108956,0,55761,74292,63418,46931,32064,133269,1856861
"1027","Overnattinger i alt",2006-07-01,121641,54416,139310,73063,47719,273151,122684,147036,267764,326865,125791,145727,0,96651,78454,139928,69133,36593,174017,2439943
"1028","Overnattinger i alt",2006-08-01,133152,30745,137878,47174,45777,279613,107827,92955,227146,364013,129977,135895,0,75633,58202,68688,50115,33442,145615,2163847
"1029","Overnattinger i alt",2006-09-01,118927,16803,99120,25465,36326,187999,69643,54762,150090,274895,111895,66707,0,56163,50826,44954,40614,25903,116201,1547293
"1030","Overnattinger i alt",2006-10-01,109953,13610,78472,20698,27463,138905,55020,52671,88376,265107,113899,33401,0,39682,48941,38371,30243,19748,110263,1284823
"1031","Overnattinger i alt",2006-11-01,105584,14155,75454,19459,31336,129689,54466,53189,86246,267858,114525,29641,0,30175,51160,41066,29120,21945,108992,1264060
"1032","Overnattinger i alt",2006-12-01,61768,10729,101708,13807,28506,89085,33968,31544,98717,185627,72944,18970,0,33773,32748,25676,18300,12888,69891,940649
"1033","Overnattinger i alt",2007-01-01,95965,12501,136389,17308,40628,94978,38783,38396,128225,214237,92523,19452,0,38708,41976,27987,24594,16789,85626,1165065
"1034","Overnattinger i alt",2007-02-01,84671,15992,180527,20315,60004,111620,36168,43496,194855,207189,91724,25285,0,66117,43256,30945,22889,18608,102740,1356401
"1035","Overnattinger i alt",2007-03-01,114515,17778,186427,23508,60196,134606,48488,55290,210158,254384,108333,31598,0,68734,48897,40129,32085,22314,120418,1577858
"1036","Overnattinger i alt",2007-04-01,81533,14503,140587,18611,35017,125174,44287,42992,133696,191735,87595,30233,0,42511,37345,35448,28288,19068,87818,1196441
"1037","Overnattinger i alt",2007-05-01,109215,16331,61042,22355,24135,177164,61493,57699,62804,260005,111783,58509,0,30478,47606,47455,34179,28757,95189,1306199
"1038","Overnattinger i alt",2007-06-01,138435,27284,107462,58305,43313,242682,100816,112779,149202,306733,134881,113833,0,60658,81354,67975,51802,39314,143363,1980191
"1039","Overnattinger i alt",2007-07-01,134002,49134,152902,68290,51203,277257,123776,144210,263178,338903,135990,156008,0,97130,81521,121197,62008,37521,180600,2474830
"1040","Overnattinger i alt",2007-08-01,146829,33071,146429,45427,47177,278110,105442,94628,228238,360264,135264,137936,0,83309,64822,74757,55468,37486,158876,2233533
"1041","Overnattinger i alt",2007-09-01,132953,18524,102106,23533,39859,188986,66084,57235,144789,283857,119702,64252,0,55480,54216,44175,37088,34146,119385,1586370
"1042","Overnattinger i alt",2007-10-01,128047,19192,79520,19967,30339,153310,57046,56544,89138,269184,115729,37285,0,42683,55535,39248,32279,26539,123396,1374981
"1043","Overnattinger i alt",2007-11-01,126129,16077,80253,17355,35295,138088,54231,55805,85686,272349,115911,28908,0,38415,53893,38510,29069,24707,117307,1327988
"1044","Overnattinger i alt",2007-12-01,72032,11740,88486,12038,29798,85979,32914,34787,99199,181845,71450,20476,0,39173,33830,28795,18771,14834,69885,946032
"1045","Overnattinger i alt",2008-01-01,105847,15185,131505,15309,43237,100677,39872,38048,122479,217875,91320,22734,0,46836,42506,34492,27095,16728,88389,1200134
"1046","Overnattinger i alt",2008-02-01,99453,19202,180265,20850,53863,120668,48601,46807,196960,218016,92230,25993,0,76577,51751,39189,22976,18205,103635,1435241
"1047","Overnattinger i alt",2008-03-01,86292,19275,186942,18598,54585,122526,43187,39819,213508,202417,80906,27656,0,78342,39536,39219,23633,18554,97767,1392762
"1048","Overnattinger i alt",2008-04-01,103965,20742,115699,20677,32748,149045,57992,52807,92129,236559,108291,32838,0,34637,53686,43859,35064,23559,100322,1314619
"1049","Overnattinger i alt",2008-05-01,116010,16571,68332,26072,24388,181769,75148,58569,71574,279705,116057,61898,0,31690,47024,48852,39716,30126,96351,1389852
"1050","Overnattinger i alt",2008-06-01,139764,29706,107383,59348,36776,232037,102913,112665,149474,295436,133663,105654,0,54766,81749,67590,47750,33137,146321,1936132
"1051","Overnattinger i alt",2008-07-01,123533,45511,147744,65111,50483,276364,122398,135367,244683,328847,115768,140717,0,105670,75711,117649,61443,35711,169715,2362425
"1052","Overnattinger i alt",2008-08-01,142532,29007,135090,50723,46313,265557,102318,91199,202094,338035,130523,123634,0,74342,62638,67588,52817,36403,145348,2096161
"1053","Overnattinger i alt",2008-09-01,128642,20540,98753,23907,38199,185054,72968,61243,149145,276840,115441,60242,0,55135,54557,48095,40661,29323,113291,1572036
"1054","Overnattinger i alt",2008-10-01,119473,18904,76788,19815,28454,154021,62047,53321,82692,279864,106584,36173,0,39504,52041,42721,32389,24401,115703,1344895
"1055","Overnattinger i alt",2008-11-01,109766,16696,78846,18508,30118,144863,59843,53826,77358,256146,108446,29752,0,33836,53998,37583,31027,22820,113673,1277105
"1056","Overnattinger i alt",2008-12-01,63599,11278,86695,12094,26408,88470,33054,31878,94580,178267,64778,18463,0,36420,31927,23580,19092,14141,65571,900295
"1057","Overnattinger i alt",2009-01-01,95858,13442,124668,14529,36324,94849,40920,36588,116499,204099,71188,19349,0,45690,40607,29481,21133,16886,88981,1111091
"1058","Overnattinger i alt",2009-02-01,92780,17133,146492,18204,58613,113521,43606,42961,157383,212187,77272,23173,0,63484,46383,31006,21689,18351,93124,1277362
"1059","Overnattinger i alt",2009-03-01,108217,21247,151493,24049,49183,125595,57060,55027,156399,226760,97827,26868,0,62731,52556,34507,28681,22876,126052,1427128
"1060","Overnattinger i alt",2009-04-01,79647,17188,138818,17671,37529,115541,42348,39599,117609,181382,80965,31419,0,43839,35568,32217,29008,18474,82545,1141367
"1061","Overnattinger i alt",2009-05-01,103006,16989,61160,24472,26566,178278,64581,58767,63879,274125,104615,52802,0,37093,48250,44993,39964,27414,103809,1330763
"1062","Overnattinger i alt",2009-06-01,131945,29436,101472,54070,37681,227557,96841,112088,135168,310077,130221,89762,0,54725,76770,60736,52829,32183,142593,1876154
"1063","Overnattinger i alt",2009-07-01,118426,39587,148056,60413,48872,270902,128278,146075,232928,345079,136569,135311,0,103183,75355,104588,68008,43741,182649,2388020
"1064","Overnattinger i alt",2009-08-01,124397,22828,128192,50290,44636,252824,102447,100200,189528,341566,123501,113412,0,72805,63230,61399,50207,37870,148850,2028182
"1065","Overnattinger i alt",2009-09-01,119398,15820,101326,31022,36116,175754,69386,62547,138521,275982,110831,59443,0,54674,52657,38760,41876,26914,117180,1528207
"1066","Overnattinger i alt",2009-10-01,115238,11969,81161,22091,29597,144030,62349,55175,72983,300095,110913,38874,0,36662,53050,39865,33907,24924,127047,1359930
"1067","Overnattinger i alt",2009-11-01,111078,12192,76233,19744,26640,126828,55883,50384,75672,280166,105261,27471,0,30135,50850,33493,31903,24017,115667,1253617
"1068","Overnattinger i alt",2009-12-01,64915,9766,113781,11279,32278,82364,35372,32756,84262,191301,65094,20784,0,29685,33894,24140,18393,14757,67432,932253
"1069","Overnattinger i alt",2010-01-01,96535,11566,134094,13923,40464,92294,40439,33813,99148,205131,73421,21811,0,39104,43660,26397,27126,15818,76032,1090776
"1070","Overnattinger i alt",2010-02-01,100638,15438,182809,18661,51504,113369,44258,42620,149672,217769,80021,25373,0,61765,48050,30478,22587,19905,108664,1333581
"1071","Overnattinger i alt",2010-03-01,104574,16614,195086,22735,52897,120503,53020,52889,169316,226967,93679,32047,0,66508,49043,32672,29324,22386,114237,1454497
"1072","Overnattinger i alt",2010-04-01,94504,13218,134203,16466,35519,128035,54953,44012,101945,224606,89728,30045,0,37308,38679,37303,35623,22810,92783,1231740
"1073","Overnattinger i alt",2010-05-01,110762,14604,62697,21197,23020,179835,66659,56071,64081,281169,106709,54524,0,32749,48702,45135,36478,27096,98442,1329930
"1074","Overnattinger i alt",2010-06-01,163872,21600,103303,55969,35423,230071,104736,122945,146035,341054,136848,99581,0,64453,82504,63387,52207,35295,147582,2006865
"1075","Overnattinger i alt",2010-07-01,121006,38580,163059,59949,46260,265917,129186,158436,239253,343828,136788,135033,0,96893,83996,117474,68455,51426,179391,2434930
"1076","Overnattinger i alt",2010-08-01,152917,21617,145066,54290,43158,260262,101676,105507,185058,391004,141948,119646,0,75336,73314,69959,54229,37472,156437,2188896
"1077","Overnattinger i alt",2010-09-01,140850,17024,107578,27831,34260,184451,65917,63104,132359,307729,118646,61600,0,54007,60701,50127,47093,32395,126333,1632005
"1078","Overnattinger i alt",2010-10-01,124262,14341,85887,19908,30161,150601,54617,51751,76914,301438,106593,40571,0,38212,56030,47398,34620,28453,125564,1387321
"1079","Overnattinger i alt",2010-11-01,115356,14485,89989,21127,31557,141630,52924,58129,73152,276885,118542,32517,0,27544,58105,42004,33757,24910,121258,1333871
"1080","Overnattinger i alt",2010-12-01,75766,10646,102925,12474,26298,89843,30334,32585,81304,202633,74672,22541,0,28302,41165,27052,20798,15155,74113,968606
"1081","Overnattinger i alt",2011-01-01,108879,13920,138425,14758,36675,93421,35899,36565,89567,217077,87317,27208,0,38854,50588,32692,26695,16574,89601,1154715
"1082","Overnattinger i alt",2011-02-01,104962,15172,179857,21390,44457,113118,42325,48268,136581,248682,95953,28268,0,51942,58332,37355,25427,22203,111270,1385562
"1083","Overnattinger i alt",2011-03-01,133595,18625,176573,26447,47422,137236,54267,59057,139872,303406,111598,33186,0,56128,60700,39941,32461,24570,125245,1580329
"1084","Overnattinger i alt",2011-04-01,92248,14934,140436,19700,28853,128044,49323,47914,99483,230885,95132,35248,0,35230,42478,41263,34513,23015,100193,1258892
"1085","Overnattinger i alt",2011-05-01,127526,16760,74839,29991,22157,183311,68218,66977,65487,305752,133008,58161,0,30191,65185,52144,44875,28658,115520,1488760
"1086","Overnattinger i alt",2011-06-01,152525,22814,113016,57547,34810,241695,102730,115741,133011,351537,136605,103100,0,54759,89368,70403,55641,35788,143655,2014745
"1087","Overnattinger i alt",2011-07-01,141079,47962,169081,71195,42866,284280,139081,159238,227139,354851,160854,141068,0,90715,96185,123697,71078,44077,186078,2550524
"1088","Overnattinger i alt",2011-08-01,159649,25461,151126,58953,38738,270599,113196,114727,197689,391361,155269,118155,0,66882,79327,70061,56030,37939,169679,2274841
"1089","Overnattinger i alt",2011-09-01,148543,15942,113076,31537,30576,189146,72001,67169,132370,318563,127195,64910,0,47280,67515,44725,43112,32388,129259,1675307
"1090","Overnattinger i alt",2011-10-01,137978,13508,89272,21051,31217,159081,60652,62058,68517,291236,119847,41113,0,35330,59706,40658,41875,28125,135082,1436306
"1091","Overnattinger i alt",2011-11-01,135614,12165,83653,22453,26073,148678,62480,61589,63199,291070,125869,34080,0,28764,61592,39538,38830,27587,129691,1392925
"1092","Overnattinger i alt",2011-12-01,71465,9357,101314,13789,29354,98940,40557,35557,65932,203381,79831,25641,0,24377,46703,24532,23299,17166,79136,990331
"1093","Overnattinger i alt",2012-01-01,120120,11846,140060,16153,53272,102717,48563,42360,88400,228078,91612,26185,0,35520,62990,31361,28062,18197,106889,1252385
"1094","Overnattinger i alt",2012-02-01,109518,17004,190868,23355,74504,121665,52328,52639,132685,252929,93650,31385,0,50009,74661,35653,28972,21372,118336,1481533
"1095","Overnattinger i alt",2012-03-01,133743,19180,174191,25820,71839,147197,62499,64902,136471,271722,117470,37148,0,43161,71899,37989,35778,26733,133606,1611348
"1096","Overnattinger i alt",2012-04-01,102800,14445,120261,19950,38165,128151,55141,44473,79916,223969,98474,39435,0,34382,44073,42424,37503,28626,102979,1255167
"1097","Overnattinger i alt",2012-05-01,143834,16812,81357,28722,23746,183518,69015,67042,65341,313297,122876,59495,0,32562,58755,47982,42125,30975,112048,1499502
"1098","Overnattinger i alt",2012-06-01,170796,30299,121729,63812,37109,241485,109041,128868,133846,353324,148223,106787,0,52350,89371,69776,56481,39082,176048,2128427
"1099","Overnattinger i alt",2012-07-01,167973,43207,162969,70917,48785,275368,130674,151356,214121,365802,151346,134365,0,85250,90284,105858,70816,46809,196919,2512819
"1100","Overnattinger i alt",2012-08-01,167832,29606,138606,52109,40424,272007,113158,106191,175631,403440,160823,117913,0,65766,77744,68363,54502,41671,182599,2268385
"1101","Overnattinger i alt",2012-09-01,161266,18408,107534,29502,37609,200258,73469,67024,117394,330393,135269,65747,0,51373,67795,49113,49207,31752,153392,1746505
"1102","Overnattinger i alt",2012-10-01,153662,14180,88806,22769,26388,167241,62771,67113,64884,313183,133993,44558,0,32172,65361,48050,40794,27554,144319,1517798
"1103","Overnattinger i alt",2012-11-01,148207,11244,98893,18992,33154,153961,56993,61470,76445,308040,135232,36219,0,24546,69444,47826,38726,27412,141882,1488686
"1104","Overnattinger i alt",2012-12-01,84951,8939,107564,13451,36374,105452,32611,37228,63612,211386,79074,24486,0,27377,54362,28703,21976,17756,85775,1041077
"1105","Overnattinger i alt",2013-01-01,133093,12282,115616,17273,56708,101805,41731,42985,75842,246439,99947,25662,0,25966,59741,39821,29834,21014,102870,1248629
"1106","Overnattinger i alt",2013-02-01,124832,16081,153355,26363,72413,122395,44171,51428,121567,244878,103483,31304,0,40792,73603,43035,29190,22275,115156,1436321
"1107","Overnattinger i alt",2013-03-01,127090,16899,157090,26352,79741,133358,50993,55858,140355,267279,104745,32531,12143,43217,64338,41472,32559,23239,125037,1534296
"1108","Overnattinger i alt",2013-04-01,144745,13451,114589,26089,37905,146431,65192,58628,66106,298444,131557,38066,13449,28908,56641,38339,39739,25796,121535,1465610
"1109","Overnattinger i alt",2013-05-01,143338,13883,66600,25590,24834,186974,69951,58824,56489,322614,144069,68767,10544,30928,53381,47322,40259,30889,125721,1520977
"1110","Overnattinger i alt",2013-06-01,186799,23196,108549,63980,47996,234268,100801,118352,113235,375745,158441,106385,12048,49764,89998,70028,60943,38219,174442,2133189
"1111","Overnattinger i alt",2013-07-01,172182,39337,132001,63768,45905,275727,125813,138020,195067,383285,156785,130164,13623,72410,84588,99114,68840,43933,172254,2412816
"1112","Overnattinger i alt",2013-08-01,174947,27326,132007,46891,44876,272692,112113,105651,151548,411316,158724,116470,13624,60662,75006,66945,58591,39228,183446,2252063
"1113","Overnattinger i alt",2013-09-01,161113,16102,98985,29241,37446,192311,77436,73540,95898,334687,139195,59665,7466,41087,64358,46066,44443,30611,140634,1690284
